hello;olá
Sì, se lo paghi con GP.;Sim, você paga com GP.
Only on the Old School RuneScape website.;Somente no site do Old School RuneScape.
Okay, I'll take my valuables there now so we can trade.;Ok, vou levar meus objetos de valor para lá agora para que possamos negociar.
Wrong! Jagex does NOT block your PIN so don't type it! Anyone asking you to say your PIN is trying to trick you.;Errado! A Jagex NÃO bloqueia seu PIN, então não digite-o! Qualquer pessoa que peça para você informar seu PIN está tentando enganá-lo.
Correct! Jagex will NEVER email you unless you've used the website to change your account. Account details can only be verified through using account recovery systems on the Old School RuneScape website,;Correto! A Jagex NUNCA enviará um e-mail a você, a menos que você tenha usado o site para alterar sua conta. Os detalhes da conta só podem ser verificados por meio de sistemas de recuperação de conta no site do Old School RuneScape,
To pass you must answer me this: Adventurer, I'll trade items with you for an amazing price, but you've got to come immediately to a particular place on a different game world. Hurry up! Come now before you;Para passar você deve me responder isto: Aventureiro, trocarei itens com você por um preço incrível, mas você precisa vir imediatamente para um determinado lugar em um mundo de jogo diferente. Se apresse! Venha agora antes de você
Let them do the quest, but in the same room the whole time.;Deixe-os fazer a missão, mas na mesma sala o tempo todo.
NOT through responding to emails.;NÃO respondendo a e-mails.
Nope, you're tricking me into going somewhere dangerous.;Não, você está me enganando para ir a algum lugar perigoso.
Check out the website, it never hurts to look around!;Confira o site, nunca é demais dar uma olhada!
To pass you must answer me this: My friend asks me for my password so that he can do a difficult quest for me. Do I give it to him?;Para passar você deve me responder isto: Meu amigo me pede minha senha para que ele possa fazer uma missão difícil para mim. Eu dou para ele?
Per passare devi rispondermi a questo: va bene acquistare un account Old School RuneScape?;Para passar, eu respondo a esta pergunta: Você pode adquirir uma conta Old School RuneScape?
To pass you must answer me this: What should you do if another player messages you recommending a website to purchase items and/or gold?;Para passar você deve me responder o seguinte: O que você deve fazer se outro jogador lhe enviar uma mensagem recomendando um site para comprar itens e/ou ouro?
Do not visit the website and report the player who messaged you.;Não visite o site e denuncie o jogador que lhe enviou a mensagem.
Per passare devi rispondermi a questa domanda: di chi è la responsabilità di mantenere sicuro il tuo account?;Para passar, eu responderei a esta pergunta: de quem é a responsabilidade de manter sua conta segura?
Correct! You can make it alone and the success will taste even better. Don't forget you can ask people for advice too!;Correto! Você pode fazer isso sozinho e o sucesso terá um sabor ainda melhor. Não se esqueça que você também pode pedir conselhos às pessoas!
Visit the website in a private browser for added security.;Visite o site em um navegador privado para maior segurança.
To pass you must answer me this: What do I do if I think I have a keylogger or virus?;Para passar você deve me responder o seguinte: O que eu faço se achar que tenho um keylogger ou vírus?
Politely tell them no, then use the 'Report Abuse' button.;Diga educadamente que não e use o botão 'Denunciar abuso'.
Wrong! Jagex never ask for your account information - especially to become a player moderator. Press the 'Report Abuse' button and fill in the offending player's name and the correct category.;Errado! A Jagex nunca solicita informações da sua conta, especialmente para se tornar um moderador de jogadores. Pressione o botão 'Denunciar Abuso' e preencha o nome do jogador infrator e a categoria correta.
Politely tell them no, and ignore them.;Educadamente, diga não e ignore-os.
Wrong! If you change your password while you still have the keylogger, it will still be insecure. Remove the keylogger first. Never use personal details for passwords or bank PINs!;Errado! Se você alterar sua senha enquanto ainda tiver o keylogger, ele ainda será inseguro. Remova o keylogger primeiro. Nunca use dados pessoais para senhas ou PINs bancários!
Have a complicated password set to my email.;Tenho uma senha complicada definida para meu e-mail.
Correct! Enabling two-factor authentication on your email account wil help protect your email account from hijackers.;Correto! Ativar a autenticação de dois fatores em sua conta de e-mail ajudará a proteger sua conta de e-mail contra sequestradores.
Set up two-factor authentication with my email provider.;Configure a autenticação de dois fatores com meu provedor de e-mail.
Tell them whatever they want to know.;Diga a eles tudo o que eles querem saber.
Wrong! Never give your account details to anyone! This includes things like account creation details, contact details and passwords. Never use personal details for passwords or bank PINs!;Errado! Nunca forneça os detalhes da sua conta a ninguém! Isso inclui detalhes como detalhes de criação de conta, detalhes de contato e senhas. Nunca use dados pessoais para senhas ou PINs bancários!
Virus scan my device then change my password.;Faça uma varredura de vírus em meu dispositivo e altere minha senha.
Use an email address just for Old School RuneScape.;Use um endereço de e-mail exclusivo para o Old School RuneScape.
Para passar vocÃª deve me responder isto: O que eu faÃ§o se um moderador me pedir os detalhes da minha conta?;Para passar você deve me responder isto: O que eu faço se um moderador me pedir os detalhes da minha conta?
To pass you must answer me this: What is the best security step you can take to keep your registered email secure?;Para passar você deve me responder o seguinte: Qual é a melhor medida de segurança que você pode tomar para manter seu e-mail cadastrado seguro?
Nothing, it will go away on its own.;Nada, vai passar sozinho.
Change my password then virus scan my device.;Altere minha senha e faça uma verificação de vírus em meu dispositivo.
I guess I could show you... for a price.;Acho que posso te mostrar... por um preço.
You, my dead friend, have a deal!;Você, meu amigo morto, tem um acordo!
<col=000080>Yes, but alas, I'm dead.;<col=000080>Sim, mas, infelizmente, estou morto.
Ciao!;Ciao!
... so, you were exploring this place?;... então, você estava explorando esse lugar?
<col=000080>Non sono un fantasma! Sono uno spirito, sto iniettando i miei pensieri <col=000080>nella tua testa.;<col=000080>Não sou um fantasma! Sono uno spirito, sto iniciando i miei pensieri <col=000080>nella tua testa.
<col=000080>I came for treasure!;<col=000080>Vim em busca de um tesouro!
Oh! Your sister is Litara, the woman out on the surface? How come she was correct?;Oh! Sua irmã é Litara, a mulher da superfície? Como é que ela estava certa?
<col=000080>I died... Of course, I tried escaping, long before I'd <col=000080>made it to the treasure, but I was shot with arrows just <col=000080>as I approached the exit.;<col=000080>Eu morri... Claro, tentei escapar muito antes de <col=000080>chegar ao tesouro, mas fui atingido por flechas bem <col=000080>quando me aproximei da saída.
Nobody came to help?!;Ninguém veio ajudar?!
<col=000080>Cerca di non pensarci.;<col=000080>Cerca de não pensar.
Stronger you say... In what way?;Mais forte você diz... De que maneira?
... I can. Are you a ghost?;... Eu posso. Você é um fantasma?
Errato! Jagex può offrire strumenti come opzioni di autenticazione a due fattori, ma devi assicurarti di usarli correttamente per mantenere le tue informazioni al sicuro!;Errado! A Jagex pode oferecer ferramentas como opções de autenticação pelos devidos fatores, mas você deve se certificar de usá-las corretamente para manter suas informações seguras!
Oh right, you were looking for what's in that cradle?;Ah, certo, você estava procurando o que há naquele berço?
<col=000080>I know.;<col=000080>Eu sei.
<col=000080>Oh no, they had no idea I was hurt, I guess they <col=000080>assumed I'd found the treasure and made a new life <col=000080>for myself.;<col=000080>Ah, não, eles não tinham ideia de que eu estava ferido, acho que <col=000080>presumiram que eu havia encontrado o tesouro e construído uma nova vida <col=000080>para mim.
<col=000080>I am Solztun, the greatest barbarian explorer!;<col=000080>Eu sou Solztun, o maior explorador bárbaro!
Perché sei qui?;Porque você sabe o que é?
<col=000080>Currently the sceptre is fragile: it breaks once all <col=000080>charges have been used. Show me the treasure and I <col=000080>could imbue it so it can be recharged with any sceptre <col=000080>piece.;<col=000080>Atualmente o cetro é frágil: ele quebra quando todas as <col=000080>cargas são usadas. Mostre-me o tesouro e eu <col=000080>poderei imbuí-lo para que possa ser recarregado com qualquer peça <col=000080>do cetro.
Oh, è... interessante. Anche piuttosto inquietante...;Ah, é... interessante. Anche piuttosto inquietante...
<col=000080>It was all death and pillaging, I prefer the finer things <col=000080>in life, like exploration and discovery!;<col=000080>Foi tudo morte e pilhagem, prefiro as coisas boas <col=000080>da vida, como exploração e descoberta!
<col=000080>Hmm... I don't have much to offer, but if you happen <col=000080>upon a skull sceptre, I could make it stronger.;<col=000080>Hmm... Não tenho muito a oferecer, mas se você encontrar <col=000080>um cetro de caveira, eu posso torná-lo mais forte.
It's very nice to meet you, Solztun! I'm [PLAYER_NAME].;É um prazer conhecê-lo, Solztun! Meu nome é [PLAYER_NAME].
Il mio fornitore di servizi Internet.;Meu fornecedor de serviços de Internet.
Ah, I too enjoy those.;Ah, eu também gosto disso.
<col=000080>Stay safe, adventurer.;<col=000080>Fique seguro, aventureiro.
<col=000080>Yes, my sister told me not to go, she said it was <col=000080>dangerous and that I'm no fighter. Unfortunately... she <col=000080>was correct.;<col=000080>Sim, minha irmã me disse para não ir, ela disse que era <col=000080>perigoso e que eu não sou lutador. Infelizmente... ela <col=000080>estava certa.
Were you not a fan of the barbarian life style?;Você não era fã do estilo de vida bárbaro?
<col=000080>Mi senti?;<col=000080>Meu sentimento?
No need! I'm fine, thanks.;Não há necessidade! Eu estou bem, obrigado.
Il mio generale più grande! Mi ascoltano!;Il mio generale più grand! Meu ascoltano!
Dovresti vestirti di verde.;Dovresti roupas verdes.
Che ne dici di un colore diverso?;Você não disse uma cor diferente?
Perché discuti sul colore della tua armatura?;Por que você discutiu a cor da sua armadura?
Non preferiresti la pace?;Não prefere o ritmo?
Iniziare la missione Diplomazia Goblin?;Você está iniciando a missão Diplomazia Goblin?
Dovresti vestirti di rosso.;Dovresti vestirti di rosso.
Ho un'armatura marrone qui.;Ho un'armatura marrone qui.
Ti lascio fare.;Ti lascio tarifa.
Meglio l'armatura verde.;Melhor armadura verde.
No, non sembra grasso.;Não, não parece grama.
Indossa questa armatura!;Indossa esta armadura!
Vuoi che scelga un colore per l'armatura per te?;Você quer escolher uma cor para a armadura para você?
Sì, sembra grasso.;Sim, parece grama.
Cosa ne pensi?;O que você não pensa?
Ho un'armatura blu qui.;Ho un'armatura blu qui.
Posso farlo.;Posso farlo.
Iniziare la missione Tosatore di pecore?;Iniciar a missão Tosatore di pecore?
Sto cercando qualcosa da uccidere.;Estou cercando alguma coisa para matar.
Mi sono perso.;Eu sou pessoalmente.
Sto cercando una ricerca.;Estou procurando uma pesquisa.
Beh, per prima cosa, ti servono un paio di cesoie. Ne ho un po' qui che puoi usare.;Beh, por prima cosa, você serve um paio di cesoie. Ne ho un po' qui che puoi usare.
Cosa stai facendo sulla mia terra? Non sei tu quello che continua a lasciare tutti i miei cancelli aperti e a far uscire tutte le mie pecore, vero?;O que você está enfrentando na minha terra? Non sei tu thatllo che continua a lasciare tutti i miei cancelli aperti e a far uscire tutte le mie pecore, vero?
Cosa c'è che non va?;O que é que não vai?
Run for the hills! [PLAYER_NAME] grab as many chickens as you can! We have to ...;Corra para as colinas! [PLAYER_NAME] pegue quantas galinhas puder! Temos que ...
Fred! Fred! Ho visto La Cosa!;Fred! Fred! Ho visto La Cosa!
Cosa stai facendo sulla mia terra?;O que você está enfrentando na minha terra?
... flee! Oh, woe is me! The shapeshifter is coming! We're all ... ;... fugir! Ah, ai de mim! O metamorfo está chegando! Estamos todos...
Ho bisogno di parlarti della tosatura di queste pecore!;Ho bisogno di parlarti della tosatura di this pecore!
Sei un cuoco, perché non mi prepari una torta?;Sei um cuoco, porque não estou preparando uma torta?
Well then what is it?;Bem, então o que é isso?
Well ... it's just two Penguins; Penguins disguised as a sheep.;Bem... são apenas dois pinguins; Pinguins disfarçados de ovelhas.
Ah, quindi sei lì. Speravo che mi parlassi, mi sento così sola. Tieni, fatti un regalo! Adesso però devo andare.;Ah, quindi sei lì. Speravo che mi parlassi, mi sento tão sola. Tieni, fatti un regalo! Adesso però devo andare.
Devo partire adesso.;Devo começar agora.
Cave Bugs are like Cave Crawlers, except smaller and easier to squish, though they still have a fondness for plants.;Cave Bugs são como Cave Crawlers, só que menores e mais fáceis de esmagar, embora ainda gostem de plantas.
Excellent, you're doing great. Your new task is to kill 17 Cave Bugs.;Excelente, você está indo muito bem. Sua nova tarefa é matar 17 Cave Bugs.
VocÃª quer uma vela acesa por 1000 ouro?;Você quer uma vela acesa por 1000 ouro?
Look, you're not going to be able to survive down that hole without a light source.;Olha, você não conseguirá sobreviver naquele buraco sem uma fonte de luz.
Mil ouro?!;Mil ouro?!
No way.;Sem chance.
All right, you win, I'll buy a candle.;Tudo bem, você ganhou, eu compro uma vela.
NÃ£o, obrigado, prefiro amaldiÃ§oar a escuridÃ£o.;Não, obrigado, prefiro amaldicoar a escurício.
Attach a rope to the top of the hole?;Prender uma corda no topo do buraco?
But I bet you want to find out what's down there right now, don't you?  And you can pay me 1000 gold for the privilege!;Mas aposto que você quer descobrir o que há lá embaixo agora, não é?  E você pode me pagar 1.000 ouro pelo privilégio!
So you could go off to the candle shop to buy one more cheaply.  You could even make your own lantern, which is a lot better.;Então você poderia ir até a loja de velas para comprar uma mais barata.  Você pode até fazer sua própria lanterna, o que é muito melhor.
How do you make lanterns?;Como você faz lanternas?
Cave Crawlers are small and fast, often hiding in ambush. Avoid their barbed tongue or you'll get poisoned.;Cave Crawlers são pequenos e rápidos, muitas vezes se escondendo em emboscadas. Evite a língua farpada ou você será envenenado.
Sua nova tarefa Ã© matar 40 Cave Crawlers.;Sua nova tarefa é matar 40 Cave Crawlers.
What's so dangerous about a naked flame?;O que há de tão perigoso em uma chama nua?
Here you go then.;Aqui está então.
Get yer own!;Obtenha o seu!
VocÃª pode me dar algum conselho?;Você pode me dar algum conselho?
Vejo vocÃª outra hora.;Vejo você outra hora.
Verifique minha conta, conte cheque!;Verifique minha conta, conte verifique!
Ahahahaha! Sou Count Check, o renomado especialista em seguranÃ§a. Gostaria que eu verificasse sua conta para ver se ela Ã© segura?;Ahahahaha! Sou Count Check, o renomado especialista em segurança. Gostaria que eu verificasse sua conta para ver se ela é segura?
I should warn you, though, it can be dangerous to take a naked flame down there.  You'd be better off making a lantern.;Devo avisá-lo, porém, que pode ser perigoso levar uma chama nua até lá.  Seria melhor você fazer uma lanterna.
Como isso funciona?;Como isso funciona?
Sim, vocÃª tem alguma coisa para mim?;Sim, você tem alguma coisa para mim?
Obrigado, tchau.;Obrigado, tchau.
Onde posso aprender mais sobre seguranÃ§a?;Onde posso aprender mais sobre segurança?
OlÃ¡ mortal. VocÃª veio recuperar algo que perdeu quando morreu?;OlÃ¡ mortal. Você conseguiu recuperar algo que perdeu quando morreu?
Hoppas det fyller dig!;Hoppas det filler dig!
Du ser hungrig ut fÃ¶r mig. Jag sÃ¤ger dig vad - ha en fyrkantig smÃ¶rgÃ¥s pÃ¥ mig.;Você está com fome de mim. Jag sÃ¤ger dig vad - ha en fyrkantig smÃ¶rgÃ¥s pÃ¥ mig.
God dag, hur kan jag hjÃ¤lpa dig?;Meu Deus, você pode cavar?
Excellent, you're doing great. Your new task is to kill 40 Bats.;Excelente, você está indo muito bem. Sua nova tarefa é matar 40 morcegos.
Bats are rarely found on the ground, so you'll have to fight them while they're airborne, which won't be easy with melee.;Os morcegos raramente são encontrados no solo, então você terá que combatê-los enquanto eles estão no ar, o que não será fácil no combate corpo a corpo.
Invite T ilburg to join the clan.;Convide Tilburg para se juntar ao clã.
Desculpe, eu sÃ³ tinha uma missÃ£o.;Desculpe, eu só tinha uma missão.
Estou procurando uma nova missÃ£o.;Estou procurando uma nova missão.
QuÃ£o descuidado vocÃª pode ser? Essas coisas nÃ£o sÃ£o fÃ¡ceis de encontrar, vocÃª sabe! Ã‰ um bom trabalho, tenho um sobrando.;O que você descuidado pode ser? Essas coisas não são fáceis de encontrar, você sabe! É um bom trabalho, tenho um sobrando.
Perdi o Amuleto de Ghostspeak.;Perdi o amuleto de Ghostspeak.
Tenha mais cuidado desta vez.;Tenha mais cuidado desta vez.
Start the Animal Magnetism quest?;Iniciar a missão do Magnetismo Animal?
What I need is simple: a couple of undead chickens. You should be able to pick some up at the farm near Port Phasmatys.;O que preciso é simples: algumas galinhas mortas-vivas. Você deve conseguir comprar alguns na fazenda perto de Port Phasmatys.
Ficarei feliz em tornar sua casa um lugar melhor.;Ficarei feliz em tornar sua casa um lugar melhor.
Hello and welcome to my humble abode. It's sadly rather more humble than I'd like, to be honest. Perhaps you can help with that?;Olá e bem-vindo à minha humilde morada. Infelizmente, é um pouco mais humilde do que eu gostaria, para ser honesto. Talvez você possa ajudar com isso?
Don't worry, though; I just need you to help fix this vile old bed for me. Then I'll find a suitable reward for you.;Não se preocupe; Só preciso que você ajude a consertar essa cama velha e horrível para mim. Então encontrarei uma recompensa adequada para você.
Yay, I didn't even have to talk about a reward; you're more gullible than most adventurers, that's for sure.;Sim, nem precisei falar sobre recompensa; você é mais ingênuo do que a maioria dos aventureiros, isso é certo.
I'm not convinced by just a vague something; can you be a slight bit more inspiring in your offer?;Não estou convencido apenas por algo vago; você pode ser um pouco mais inspirador em sua oferta?
Muito bem entÃ£o, aguardarei meu prÃªmio misterioso com a respiraÃ§Ã£o suspensa.;Muito bem entÃ£o, aguardarei meu prÃªmio misterioso com a respiraÃ§Ã£o suspensa.
I'll use one for my bed, then see what I can make from the other in the way of a reward. I have some ideas involving infinite feathers.;Vou usar um para minha cama e depois ver o que posso ganhar com o outro como recompensa. Tenho algumas ideias envolvendo penas infinitas.
Don't be silly; everyone knows that true warriors don't ever sleep...or perform many other bodily functions, for that matter. I'll come up with something, though.;Não seja bobo; todo mundo sabe que os verdadeiros guerreiros nunca dormem... nem realizam muitas outras funções corporais, aliás. Mas vou pensar em alguma coisa.
Ever since that day, I've not been able to speak to him.;Desde aquele dia, não consigo falar com ele.
Talvez ela tenha dito isso, talvez nÃ£o. Acho que vocÃª estÃ¡ atrÃ¡s das minhas economias. Diga a ela que ninguÃ©m alÃ©m de um tolo revela seus nÃºmeros de passe.;Talvez ela tenha dito isso, talvez não. Acho que você está atrás das minhas economias. Diga a ela que ninguém além de um tolo revela seus números de passe.
Nenhuma, cara, exceto que aqueles adoradores daquele templo continuam vindo e matando todos por causa dos ossos. Don't ask me why.;Não, cara, exceto que aqueles adoradores daquele templo comecem a vir e matar todos por causa dos ossos. Não me pergunte por quê.
NÃ£o sei nada sobre nada. Oim, um fantasma simples com necessidades simples. All I know is, years ago, that temple started glowing green and, a few months later, I woke up dead. Isso Ã© tudo que hÃ¡ para fazer.;Não sei nada sobre nada. Oim, um fantasma simples com necessidades simples. Tudo o que sei é que, anos atrás, aquele templo começou a brilhar em verde e, alguns meses depois, acordei morto. Isso é tudo que há para fazer.
Conversei com sua esposa e pensei que se vocÃª tivesse um amuleto especial, poderia falar com ela e resolver a situaÃ§Ã£o do banco sem que eu me envolvesse.;Conversei com sua esposa e pensei que se você tivesse um amuleto especial, pudesse falar com ela e resolver a situação do banco sem que eu me envolvesse.
VocÃª pode nÃ£o acreditar em mim, mas ela quer que eu encontre seu cartÃ£o bancÃ¡rio agora.;Você pode não acreditar em mim, mas ela quer que eu encontre seu cartão bancário agora.
Ã‰ aquela fonte no templo ao leste. Isso transformou todos eles em zumbis.;É aquela fonte no templo ao leste. Isso transformou todos eles em zumbis.
Mas vocÃª Ã© um fantasma â€“ certamente sabe alguma coisa sobre isso.;Mas você é um fantasma – certamente sabe alguma coisa sobre isso.
Seu senso de humor tambÃ©m morreu, ao que parece...;Seu senso de humor também morreu, ao que parece...
A warning to ya, too: annoy her and I'll haunt ya til yer hair turns white.;Um aviso para você também: irrite-a e eu vou te assombrar até seu cabelo ficar branco.
I think she lives a bit west of that mad Professor Fenksomething, past the Farming patch.;Acho que ela mora um pouco a oeste daquele maluco do Professor Fenk alguma coisa, depois da área de Agricultura.
Sua esposa diz que precisa do dinheiro da famÃ­lia e quer saber o que vocÃª fez com ele.;Sua esposa diz que precisa do dinheiro da família e quer saber o que você fez com ele.
O que vocÃª estÃ¡ vendendo?;O que você está vendendo?
VocÃª pode me dar algum conselho sobre agricultura?;Você pode me dar algum conselho sobre agricultura?
I do miss the wife though; tell 'er I still loves her.;Mas sinto falta da esposa; diga a ela que ainda a amo.
Estou aqui por causa dessa missÃ£o.;Estou aqui por causa dessa missão.
E se eu desse algum tipo de amuleto de fala fantasma alterado para ele - certamente funcionaria?;E se eu desse algum tipo de amuleto de fala fantasma alterado para ele - certamente funcionaria?
Well...oh, never mind. I'm working on getting the amulet anyway.;Bem... ah, não importa. Estou trabalhando para conseguir o amuleto de qualquer maneira.
Obrigado, espero que goste do seu presente. Devo ir embora agora.;Obrigado, espero que goste do seu presente. Devo ir embora agora.
Vou ver se consigo encontrÃ¡-la. Nariz grande e um chapÃ©u monstruoso, presumo? Eu me pergunto onde as lindas jovens bruxas se escondem...;Vou ver se consigo encontrá-la. Nariz grande e um chapéu monstruoso, presumo? Eu me perguntei onde as lindas jovens bruxas se escondem...
Malcolm says he put the cash in the bank.;Malcolm diz que colocou o dinheiro no banco.
Seus animais nÃ£o parecem muito saudÃ¡veis.;Seus animais não parecem muito saudáveis.
I have a message from Malcolm. He wants you to know that he still loves you, despite his ghostly state.;Tenho uma mensagem de Malcolm. Ele quer que você saiba que ele ainda te ama, apesar de seu estado fantasmagórico.
Mysterious indeed, but in this case she actually looks pretty normal. ;Realmente misterioso, mas neste caso ela parece bastante normal.
The curse of undeath was so cruel; all the men out here succumbed, but Lyra and I were left alive.;A maldição dos mortos-vivos era tão cruel; todos os homens aqui sucumbiram, mas Lyra e eu ficamos vivos.
I'll have a word with him, then; magic has its uses I suppose.;Vou conversar com ele então; a magia tem seus usos, suponho.
Malcolm says he won't trust me with the bank pass.;Malcolm diz que não vai confiar em mim com o passe bancário.
Eu poderia comprar algumas de suas galinhas?;Eu poderia comprar algumas de suas galinhas?
Estou aqui para uma missÃ£o.;Estou aqui para uma missão.
Arr, that makes far more sense than I was expecting from a muscle-head like you. Minha esposa Ã© inteligente.;Arr, isso faz muito mais sentido do que eu esperava de um cabeça musculosa como você. Minha esposa é inteligente.
VÃ¡ dizer a ela agora, se vocÃª nÃ£o Ã© um golpista de duplo trato, claro.;Vá dizer a ela agora, se você não é um golpista de trato duplo, claro.
You're so clever; I've overheard passing adventurers say that there's some witch near here who changes ghostspeak amulets.;Você é tão inteligente; Eu ouvi aventureiros que passavam dizendo que há uma bruxa aqui perto que troca amuletos de fala fantasmagórica.
Woo woo!;Uau, uau!
OlÃ¡, como posso ajudÃ¡-lo? Estou vendendo se vocÃª tiver ecto-tokens.;Olá, como posso ajudá-lo? Estou vendendo se você tiver ecto-tokens.
VÃ¡ aqui, seu pÃ¡ssaro chato!;Vá aqui, seu passaro chato!
Para onde ela foi?;Para onde ela foi?
Alice parece pensar que vocÃª poderia alterar um amuleto de fala fantasma para permitir que eles se comunicassem.;Alice parece pensar que você poderia alterar um amuleto de fala fantasma para permitir que eles se comunicassem.
Ah, I know them; shame about those cows. Why would they think that I could help?;Ah, eu os conheço; vergonha dessas vacas. Por que eles pensariam que eu poderia ajudar?
Acho que ainda nÃ£o estou pronto para entregÃ¡-lo.;Acho que ainda não estou pronto para entregá-lo.
They look pretty pathetic; how hard can it be?;Eles parecem muito patéticos; quão difícil pode ser?
Well, the poor young lady has such family problems; I quite feel her pain. I'd be happy to help.;Bem, a pobre jovem tem muitos problemas familiares; Eu sinto bastante a dor dela. Ficarei feliz em ajudar.
Eu poderia comprar aquelas galinhas agora, entÃ£o?;Eu poderia comprar aquelas galinhas agora, então?
Posso espelhar parte da essÃªncia mÃ­stica nÃ£o utilizada do amuleto de fala fantasmagÃ³rica, amarrÃ¡-la ao cabelo de Alice e assim criar um segundo amuleto.;Posso espelhar parte da essência mística não utilizada do amuleto de fala fantasmagórica, amarrá-la ao cabelo de Alice e assim criar um segundo amuleto.
I most certainly am; there you go.;Certamente estou; aí está.
The second amulet will be useful for the purpose you desire, though it won't work for any other ghost or human other than Malcolm and his wife.;O segundo amuleto será útil para o propósito que você deseja, embora não funcione para nenhum outro fantasma ou humano além de Malcolm e sua esposa.
Preciso de algumas de suas galinhas.;Preciso de algumas de suas galinhas.
Ok, vocÃª precisa disso mais do que eu, suponho.;Ok, você precisa disso mais do que eu, suponho.
Estou aqui por causa dos agricultores a leste daqui.;Estou aqui por causa dos agricultores a leste daqui.
Always the same; I can never get these animals to myself.;Sempre o mesmo; Nunca conseguirei levar esses animais para mim.
Bem... ah, nÃ£o importa. Estou desesperado o suficiente para que aquelas galinhas deixem isso passar.;Bem... ah, não importa. Estou desesperado o suficiente para que aquelas galinhas deixem isso passar.
Ahhh, muito obrigado. Agora, o que vocÃª estava querendo de novo?;Ahhh, muito obrigado. Agora, o que você estava querendo de novo?
Buying cowhides and feathers - ahh, that chicken is next; feathers for me!;Comprar couro de vaca e penas – ahh, aquela galinha é a próxima; penas para mim!
Git orf meu laaand!;Git orf meu laaand!
Where can I get ecto-tokens?;Onde posso obter ecto-tokens?
Sorte que tivemos uma ideia tÃ£o brilhante.;Sorte que contemplou uma ideia muito brilhante.
Uau, uau, uau!;Uau, uau, uau!
Os fantasmas com quem falo dizem que as fichas tÃªm algo a ver com a torre a leste daqui. Se vocÃª precisar coletar alguns, eu tentarei lÃ¡.;Os fantasmas com quem falo dizem que as fichas têm algo a ver com a torre a leste daqui. Se você precisar de algumas coletas, eu tentarei lá.
Onde posso obter esses ecto-tokens?;Onde posso obter esses ecto-tokens?
Alice and her husband Malcolm are having trouble talking to one another and said you might be able to help.;Alice e seu marido Malcolm estão tendo problemas para conversar e disseram que vocês poderiam ajudar.
You heard my husband: leave now!;Você ouviu meu marido: vá embora agora!
Uau, isso foi rÃ¡pido e indolor.;Uau, isso foi rápido e indolor.
Aqui, pintinho, pintinho!;Aqui, pintinho, pintinho!
Estou aqui para ver se vocÃª estÃ¡ pronto para fazer suas coisas mÃ­sticas com meu amuleto de fala fantasmagÃ³rica.;Estou aqui para ver se você está pronto para fazer suas coisas místicas com meu amuleto de fala fantasmagórica.
VocÃª matou Bessie!;Você matou Bessie!
Bem, essa Ã© uma maneira de pegar uma galinha, suponho.;Bem, essa é uma maneira de pegar uma galinha, suponho.
I don't have that many Ectotokens.;Não tenho tantos Ectotokens.
How do I get into the town?;Como faço para entrar na cidade?
In that case, you need to go to the Temple and earn some. Talk to the disciples - they will tell you how.;Nesse caso, você precisa ir ao Templo e ganhar algum. Fale com os discípulos - eles lhe dirão como.
Where can I get Ectotokens?;Onde posso obter Ectotokens?
What happened to everyone here?;O que aconteceu com todos aqui?
All visitors to Port Phasmatys must pay a toll charge of 2 Ectotokens.;Todos os visitantes do Porto Phasmatys devem pagar uma taxa de pedágio de 2 Ectotokens.
How do I use the bone grinder?;Como faço para usar o moedor de ossos?
Certamente, mortal. Aqui estÃ£o 30 ectotokens.;Certamente, mortal. Aqui estão 30 ectotokens.
Ã“timo! Estou guardando fichas para algumas vacas assassinas. Isso vai aprender os ladrÃµes de ossos.;Ótimo! Estou guardando fichas para algumas férias assassinas. Isso vai aprender os ladrões de ossos.
Your animals don't look too healthy; I'll buy elsewhere.;Seus animais não parecem muito saudáveis; Comprarei em outro lugar.
Posso comprar 1 frango agora?;Posso comprar 1 frango agora?
Posso ficar com os tokens que ganhei?;Posso ficar com os tokens que ganhei?
Put bones of any type into the machine's hopper, and then turn the handle to grind them. You will need a pot to empty the machine of ground up bones.;Coloque ossos de qualquer tipo na tremonha da máquina e gire a manivela para triturá-los. Você precisará de uma panela para esvaziar os ossos triturados da máquina.
Posso entregar uma galinha se vocÃª me der 10 dessas coisinhas ecto-sÃ­mbolas por ave.;Posso uma galinha se você me entregar der 10 dessas coisinhas ecto-símbolas por ave.
Posso comprar 2 galinhas?;Posso comprar 2 galinhas?
Meow! Errr... I c-c-c-can't help you... He'll kill us all!;Miau! Errr... Eu não posso te ajudar... Ele vai matar todos nós!
I need help, I've been kidnapped by an evil cat!;Preciso de ajuda, fui sequestrado por um gato malvado!
Now you listen to me! He's just a little cat! There must be something I can do!;Agora você me escuta! Ele é apenas um gatinho! Deve haver algo que eu possa fazer!
I am not a slave! I am a free person!;Eu não sou um escravo! Eu sou uma pessoa livre!
I am your leader, you are but a slave!;Eu sou seu líder, você é apenas um escravo!
Hey, [PLAYER_NAME], come with me if you like fishing! Or has this amulet of humanspeak broken again?;Ei, [PLAYER_NAME], venha comigo se você gosta de pescar! Ou este amuleto da linguagem humana quebrou novamente?
Ah-ha-ha-ha-ha-ha!;Ah-ha-ha-ha-ha-ha!
F-f-f-fish... give him the f-f-f-fish he likes and he might f- f-f-fall asleep.;F-f-peixe... dê a ele o f-f-peixe que ele gosta e ele pode cair no sono.
